EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0444,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0445,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER METAL ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL
valid_0446,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0447,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL
valid_0448,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0449,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL
valid_0450,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0451,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE SURFACE UNIFORMITY,IMPLANT SOURCE REGION,MEASURE LINE WIDTH
valid_0452,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0453,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0454,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0455,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,DEPOSIT PASSIVATION LAYER
valid_0456,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0457,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0458,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0459,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,METAL ETCH DRY
valid_0460,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0461,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0462,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0463,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE SURFACE UNIFORMITY,IMPLANT SOURCE REGION,CLEAN AFTER VIA ETCH
valid_0464,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0465,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,METAL ETCH DRY
valid_0466,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0467,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD
valid_0468,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS
valid_0469,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH
valid_0470,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0471,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,IMPLANT P BODY
valid_0472,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DEVELOP PAD WINDOW,STRIP RESIST,DEVELOP PHOTORESIST
valid_0473,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0474,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0475,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,HARD BAKE,OXIDE ETCH DRY
valid_0476,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0477,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,DEPOSIT BARRIER METAL
valid_0478,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,PAD WINDOW LITHO
valid_0479,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD
valid_0480,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0481,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0482,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO
valid_0483,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,MEASURE VIA CD
valid_0484,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0485,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,IMPLANT P BODY
valid_0486,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0487,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH
valid_0488,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0489,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,MEASURE VIA CD
valid_0490,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO
valid_0491,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,VIA ETCH
valid_0492,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0493,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0494,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0495,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,DEPOSIT BARRIER METAL
valid_0496,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0497,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0498,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0499,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,MEASURE VIA CD
valid_0500,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0501,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,DEPOSIT BARRIER METAL
valid_0502,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0503,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,IMPLANT P BODY
valid_0504,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DEVELOP PAD WINDOW,STRIP RESIST,VIA OPENING INSPECTION
valid_0505,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0506,CURE PASSIVATION,DEPOSIT PASSIVATION,MEASURE PASSIVATION QUALITY,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS
valid_0507,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,HARD BAKE
valid_0508,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0509,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL
valid_0510,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0511,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,METAL ETCH DRY
valid_0512,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0513,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0514,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0515,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0516,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0517,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0518,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,PASSIVATION ETCH PAD OPENING
valid_0519,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0520,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0521,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0522,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0523,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0524,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0525,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0526,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0527,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,IMPLANT P BODY
valid_0528,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0529,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL
valid_0530,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0531,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,IMPLANT P BODY
valid_0532,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,DEVELOP PAD WINDOW,STRIP RESIST,VIA OPENING INSPECTION
valid_0533,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,DEPOSIT BARRIER METAL,CMP METAL
valid_0534,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,DEVELOP PAD WINDOW,STRIP RESIST,VIA OPENING INSPECTION
valid_0535,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,IMPLANT P BODY
valid_0536,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DEVELOP PAD WINDOW,STRIP RESIST,DEVELOP PHOTORESIST
valid_0537,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE SURFACE UNIFORMITY,IMPLANT SOURCE REGION,MEASURE LINE WIDTH
valid_0538,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0539,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0540,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS
valid_0541,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0542,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0543,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0544,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,PAD WINDOW LITHO
valid_0545,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT TUNGSTEN SEED,IMPLANT SOURCE REGION,IMPLANT P BODY
valid_0546,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0547,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD
valid_0548,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0549,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,DEPOSIT BARRIER METAL,FILL VIA TUNGSTEN,CMP METAL
valid_0550,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DEVELOP PAD WINDOW,STRIP RESIST,VIA OPENING INSPECTION
valid_0551,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER ETCH,DEPOSIT BARRIER METAL
valid_0552,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0553,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0554,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0555,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,HARD BAKE,OXIDE ETCH DRY
valid_0556,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO
valid_0557,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0558,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0559,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0560,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0561,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0562,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0563,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,STRIP RESIST,MEASURE VIA CD
valid_0564,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0565,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0566,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0567,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0568,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0569,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0570,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0571,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0572,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0573,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL
valid_0574,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,PAD WINDOW LITHO
valid_0575,MEASURE VIA CD,DEPOSIT BARRIER METAL,IMPLANT SOURCE REGION,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0576,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0577,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,DEPOSIT BARRIER METAL,CLEAN AFTER METAL ETCH
valid_0578,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0579,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0580,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0581,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,MEASURE VIA CD
valid_0582,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0583,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,HARD BAKE,OXIDE ETCH DRY
valid_0584,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0585,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0586,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0587,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0588,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0589,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,VIA INSPECTION,VIA OPENING INSPECTION
valid_0590,CURE PASSIVATION,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,MEASURE LINE WIDTH
valid_0591,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0592,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY
valid_0593,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,VIA ETCH,DIELECTRIC ETCH VIA
valid_0594,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PAD WINDOW
valid_0595,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL,CLEAN AFTER METAL ETCH,MEASURE VIA CD
valid_0596,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO
valid_0597,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL
valid_0598,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0599,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD
valid_0600,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,DEVELOP PAD WINDOW
